,customer_id,customer_age,job_type,balance,having_loan,last_contact_duration,prev_campaign_outcome,num_contacts_in_campaign,num_contacts_prev_campaign,Predication
66,id_26367,77.0,7,683.0,0,971,1,2.0,7,1
67,id_31022,31.0,10,355.0,0,906,2,1.0,2,1
68,id_15868,73.0,7,1465.0,0,968,0,1.0,0,1
69,id_926,55.0,7,3739.0,1,917,2,1.0,7,1
70,id_24277,22.0,8,486.0,0,846,2,1.0,3,1
71,id_24939,84.0,7,4765.0,0,774,1,1.0,3,1
72,id_24574,23.0,4,122.0,0,983,2,5.0,2,1
73,id_28579,19.0,4,213.0,0,698,2,1.0,5,1
74,id_43918,24.0,9,3842.0,0,735,1,2.0,2,1
75,id_18266,46.0,5,5017.0,0,830,2,1.0,1,1
76,id_19033,35.0,10,2161.0,0,958,2,2.0,3,1
77,id_42087,66.0,3,1230.0,0,859,2,6.0,3,1
78,id_41051,36.0,9,193.0,0,752,2,1.0,2,1
79,id_20963,29.0,10,385.0,0,754,2,1.0,4,1
80,id_38872,32.0,5,4038.0,0,807,2,1.0,2,1
81,id_9610,31.0,10,1614.0,0,950,2,1.0,2,1
82,id_20907,28.0,9,2547.0,0,1014,2,1.0,2,1
83,id_19993,69.0,7,3806.0,0,732,0,1.0,0,1
84,id_19546,60.0,7,1.0,0,976,2,1.0,1,1
85,id_13350,80.0,7,1019.0,0,969,0,1.0,0,1
86,id_42875,63.0,7,88.0,0,1001,2,1.0,1,1
87,id_34006,37.0,6,3404.0,0,866,2,4.0,4,1
88,id_22799,57.0,5,1873.0,0,879,2,3.0,5,1
89,id_27071,28.0,9,1642.0,0,741,3,3.0,6,1
90,id_19284,40.575475409836066,3,1410.0,0,734,2,2.0,3,1
91,id_5370,60.0,7,14.0,0,754,2,1.0,3,1
92,id_38799,28.0,5,4460.0,1,920,2,1.0,4,1
93,id_11469,74.0,7,2226.0,0,804,2,2.0,1,1
94,id_22226,69.0,7,1428.0,0,1015,1,2.0,3,1
95,id_25649,74.0,7,2591.0,0,709,1,3.0,12,1
96,id_35337,56.0,7,1949.0,0,780,2,1.0,7,1
97,id_9731,30.0,5,899.0,0,950,2,1.0,1,1
98,id_42410,24.0,4,427.0,0,980,2,3.0,2,1
99,id_37936,29.0,1,2037.0,0,965,0,2.0,0,1
100,id_1259,61.0,7,5192.0,0,951,3,2.0,4,1
101,id_9657,24.0,11,531.0,0,798,2,3.0,4,1
102,id_3484,69.0,7,486.0,0,831,2,1.0,3,1
103,id_31298,28.0,9,1162.0,0,689,2,2.0,1,1
104,id_22679,60.0,9,263.0,0,860,2,1.0,1,1
105,id_22642,50.0,5,6574.0,0,775,2,1.0,3,1
106,id_15784,38.0,10,5958.0,1,761,2,1.0,1,1
107,id_27675,37.0,1,7969.0,0,965,2,2.0,2,1
108,id_22100,22.0,4,2490.0,0,714,3,2.0,10,1
109,id_29551,25.0,4,593.0,0,961,0,1.0,0,1
110,id_20188,25.0,10,172.0,0,870,2,1.0,1,1
111,id_42641,74.0,7,6023.0,0,892,2,1.0,4,1
112,id_31788,33.0,9,492.0,0,745,2,2.0,7,1
113,id_8812,23.0,4,23882.0,0,880,2,1.0,1,1
114,id_39914,29.0,10,1273.0,0,780,2,1.0,3,1
115,id_17874,46.0,10,1145.0,0,689,2,1.0,3,1
116,id_26620,23.0,4,10790.0,0,669,3,2.0,2,1
117,id_6869,46.0,5,3679.0,0,735,2,1.0,3,1
118,id_34172,34.0,10,924.0,0,678,2,3.0,4,1
119,id_2515,72.0,7,505.0,0,861,2,4.0,1,1
120,id_36967,91.0,7,713.0,0,964,0,1.0,0,1
121,id_35349,42.0,11,1531.0,1,709,2,1.0,1,1
122,id_32282,27.0,10,614.0,1,746,2,1.0,2,1
123,id_2234,31.0,10,2596.0,0,706,2,1.0,2,1
124,id_34346,55.0,10,476.0,0,977,2,1.0,1,1
125,id_23224,58.0,7,936.0,0,738,2,2.0,5,1
126,id_21006,66.0,5,952.0,0,777,2,1.0,1,1
127,id_23061,39.0,10,233.0,0,902,2,1.0,2,1
128,id_38389,31.0,2,801.0,0,844,2,2.0,8,1
129,id_28119,64.0,7,2552.0,1,712,2,1.0,8,1
130,id_42404,34.0,11,318.0,0,902,2,4.0,3,1
131,id_15711,70.0,7,2812.0,0,810,2,1.0,7,1
132,id_31936,39.0,9,5114.0,1,968,2,1.0,6,1
133,id_10549,40.0,5,-2.0,1,775,2,1.0,3,1
134,id_19464,34.0,9,1274.0,1,732,2,3.0,10,1
135,id_17656,38.0,10,495.0,0,809,2,3.0,2,1
136,id_44600,81.0,7,1380.9144538914322,0,664,3,1.0,2,1
137,id_42319,25.0,5,3412.0,0,744,2,3.0,1,1
138,id_34401,42.0,10,11889.0,0,688,2,5.0,1,1
139,id_44288,62.0,9,293.0,0,674,2,5.0,4,1
140,id_22277,69.0,7,4572.0,0,742,1,2.0,16,1
141,id_31864,71.0,7,800.0,0,913,2,1.0,3,1
142,id_34863,26.0,1,3467.0,0,747,0,2.0,0,1
143,id_43298,32.0,1,330.0,0,832,2,1.0,3,1
144,id_3482,36.0,1,418.0,0,810,2,1.0,4,1
145,id_28294,82.0,7,6240.0,0,741,1,1.0,3,1
146,id_9631,40.0,10,3425.0,0,752,2,1.0,5,1
147,id_29136,55.0,7,1046.0,0,1015,2,1.0,2,1
148,id_14580,27.0,5,254.0,0,983,2,1.0,4,1
149,id_26073,61.0,7,942.0,0,830,2,2.0,3,1
150,id_30951,45.0,8,778.0,0,942,2,1.0,1,1
151,id_38502,40.0,10,1277.0,0,889,2,2.0,3,1
152,id_26358,24.0,10,447.0,0,990,2,1.0,1,1
153,id_2182,40.0,10,533.0,1,731,2,1.0,1,1
154,id_9835,36.0,8,2677.0,0,755,2,2.0,1,1
155,id_41406,64.0,7,1494.0,0,740,2,1.0,2,1
156,id_26124,36.0,10,516.0,1,919,2,1.0,4,1
157,id_14416,33.0,5,301.0,0,671,2,3.0,6,1
158,id_11271,59.0,10,10583.0,0,755,2,3.0,3,1
159,id_11260,81.0,7,667.0,0,837,2,1.0,1,1
160,id_18114,42.0,11,2911.0,0,688,2,2.0,2,1
161,id_44241,27.0,2,164.0,0,710,2,1.0,1,1
162,id_6359,33.0,10,226.0,0,852,2,2.0,2,1
163,id_19323,33.0,10,877.0,0,701,2,3.0,6,1
164,id_32785,58.0,6,499.0,0,731,2,3.0,1,1
165,id_34348,30.0,5,405.0,0,728,2,1.0,1,1
166,id_37130,24.0,5,3530.0,1,962,1,1.0,2,1
167,id_6244,22.0,2,780.0,0,950,0,3.0,0,1
168,id_31930,47.0,9,901.0,0,802,2,1.0,1,1
169,id_5797,62.0,7,1060.0,0,726,2,1.0,5,1
170,id_12628,69.0,7,6852.0,0,962,1,3.0,1,1
171,id_4062,67.0,7,2026.0,0,952,0,2.0,0,1
172,id_20493,36.0,5,2057.0,2,746,2,2.0,4,1
173,id_3729,66.0,7,2030.0,0,769,2,2.0,4,1
174,id_37705,32.0,10,1326.0,0,906,2,1.0,3,1
175,id_25687,72.0,7,1717.0,0,978,0,1.0,0,1
176,id_8953,32.0,10,699.0,0,908,2,2.0,8,1
177,id_29291,61.0,9,116.0,0,803,2,2.0,8,1
178,id_21245,37.0,6,2973.0,0,807,2,2.0,6,1
179,id_40049,62.0,7,1380.9144538914322,0,978,0,2.0,0,1
180,id_30513,53.0,10,467.0,0,921,2,1.0,2,1
181,id_37067,32.0,8,181.0,0,709,2,2.0,2,1
182,id_16773,28.0,10,1380.9144538914322,0,752,3,1.0,3,1
183,id_1284,33.0,10,495.0,0,772,2,1.0,5,1
184,id_29061,80.0,7,332.0,0,747,3,1.0,1,1
185,id_15720,29.0,10,722.0,1,663,2,1.0,1,1
186,id_18630,23.0,2,1179.0,0,985,0,1.0,0,1
187,id_12001,59.0,7,2064.0,0,941,3,1.0,3,1
188,id_8374,76.0,7,4804.0,0,992,2,2.0,4,1
189,id_25555,29.0,5,1228.0,0,742,2,1.0,1,1
190,id_1904,54.0,7,1844.0,0,674,2,2.0,1,1
191,id_26147,32.0,10,1750.0,1,731,2,1.0,4,1
192,id_21920,24.0,10,2782.0,0,860,2,2.0,3,1
193,id_12106,84.0,3,2141.0,0,777,3,3.0,8,1
194,id_30025,22.0,4,379.0,0,972,3,1.0,2,1
195,id_43787,45.0,2,521.0,0,810,2,1.0,3,1
196,id_16258,45.0,10,2350.0,0,873,2,2.0,1,1
197,id_11032,69.0,7,4130.0,0,710,0,1.0,0,1
198,id_21178,69.0,7,3229.0,0,1015,1,2.0,1,1
199,id_39778,75.0,2,4988.0,0,908,2,1.0,1,1
200,id_30240,29.0,1,297.0,0,992,2,1.0,3,1
201,id_1308,33.0,10,493.0,0,955,2,3.0,6,1
202,id_27406,33.0,10,718.0,1,930,2,1.0,2,1
203,id_30689,49.0,11,3839.0,0,952,3,2.0,1,1
204,id_30515,29.0,2,3292.0,0,944,2,1.0,2,1
205,id_11546,33.0,5,555.0,1,774,2,1.0,1,1
206,id_23507,79.0,7,1418.0,0,941,0,1.0,0,1
207,id_9598,60.0,5,3735.0,0,945,2,1.0,10,1
208,id_11699,60.0,7,513.0,0,738,2,2.0,10,1
209,id_17975,82.0,7,8603.0,0,731,2,3.0,1,1
210,id_5965,61.0,7,205.0,0,706,2,1.0,4,1
211,id_21694,48.0,10,469.0,0,737,2,1.0,1,1
212,id_39799,80.0,7,992.0,0,724,3,2.0,1,1
213,id_14572,44.0,9,3303.0,0,726,2,1.0,2,1
214,id_17421,37.0,9,209.0,0,913,2,6.0,4,1
215,id_4772,60.0,7,1854.0,0,804,2,1.0,2,1
216,id_17649,21.0,11,2264.0,0,879,2,4.0,2,1
217,id_11042,50.0,11,1945.0,0,734,2,1.0,1,1
218,id_39941,49.0,10,1096.0,2,1014,2,2.0,2,1
219,id_27705,27.0,0,6840.0,0,968,0,3.0,0,1
220,id_40105,35.0,10,6810.0,0,732,2,2.0,1,1
221,id_38668,30.0,5,1593.0,0,774,2,1.0,4,1
222,id_34181,26.0,4,2501.0,0,969,0,2.0,0,1
223,id_28523,29.0,5,301.0,0,801,2,1.0,3,1
224,id_26450,21.0,4,-5.0,0,807,2,1.0,7,1
225,id_40423,66.0,6,2333.0,0,986,2,1.0,1,1
226,id_26701,24.0,9,1380.9144538914322,0,697,2,2.0,7,1
227,id_4968,20.0,4,285.0,0,964,3,3.0,1,1
228,id_40205,21.0,10,1505.0,0,958,0,4.0,0,1
229,id_33378,53.0,3,959.0,1,908,2,1.0,3,1
230,id_20093,37.0,11,263.0,0,952,2,1.0,3,1
231,id_15673,55.0,10,378.0,1,682,2,1.0,2,1
232,id_31090,27.0,5,1866.0,0,775,2,1.0,1,1
233,id_33765,29.0,9,2326.0,0,712,2,1.0,8,1
234,id_16747,51.0,1,1415.0,0,957,2,2.0,1,1
235,id_37851,20.0,4,0.0,0,906,2,1.0,6,1
236,id_35433,25.0,5,4742.0,0,894,2,1.0,5,1
237,id_3135,34.0,2,1356.0,1,892,2,1.0,2,1
238,id_37445,44.0,10,147.0,1,997,2,1.0,2,1
239,id_11949,51.0,11,303.0,0,817,2,3.0,1,1
240,id_39845,31.0,8,813.0,0,1020,0,1.0,0,1
241,id_12967,40.0,3,1440.0,0,703,2,1.0,8,1
242,id_13624,41.0,9,1107.0,0,702,2,2.0,2,1
243,id_25249,29.0,5,261.0,2,997,2,3.0,6,1
244,id_19290,39.0,9,200.0,0,893,2,1.0,3,1
245,id_15288,45.0,11,1569.0,1,885,2,3.0,8,1
246,id_21388,58.0,0,323.0,0,1008,0,4.0,0,1
247,id_3323,27.0,5,525.0,1,964,0,1.0,0,1
248,id_38900,39.0,10,27695.0,0,894,2,2.0,5,1
249,id_41893,40.575475409836066,11,184.0,1,892,2,1.0,1,1
250,id_19271,39.0,10,1380.9144538914322,1,900,2,1.0,12,1
251,id_9472,49.0,5,198.0,1,822,2,1.0,3,1
252,id_42460,45.0,9,291.0,0,874,2,1.0,1,1
253,id_39338,24.0,8,194.0,1,970,0,3.0,0,1
254,id_29769,46.0,11,864.0,1,902,2,5.0,2,1
255,id_25601,24.0,5,341.0,0,997,2,1.0,3,1
256,id_11745,27.0,9,243.0,1,969,0,1.0,0,1
257,id_18849,47.0,3,38.0,0,879,2,3.0,1,1
258,id_33733,50.0,11,956.0,1,858,2,2.0,4,1
259,id_15625,32.0,10,142.0,1,902,2,3.0,9,1
260,id_38698,58.0,10,2240.0,0,794,2,6.0,1,1
261,id_4930,26.0,10,571.0,1,898,2,6.0,1,1
262,id_22162,45.0,5,3.0,1,962,0,1.0,0,1
263,id_17048,40.0,8,1380.9144538914322,1,993,2,1.0,1,1
264,id_24647,38.0,8,450.0,1,704,2,1.0,1,1
265,id_28516,39.0,5,1763.0,1,836,2,4.0,7,1
266,id_14875,31.0,5,24.0,1,965,0,2.0,0,1
267,id_27627,97.0,7,2277.0,0,915,0,17.0,0,1
268,id_21051,34.0,10,871.0,1,702,2,2.0,3,1
269,id_42638,41.0,10,-1.0,1,789,2,2.0,4,1
270,id_41397,32.0,5,6.0,1,949,0,1.0,0,1
271,id_39680,40.575475409836066,9,5114.0,1,873,2,1.0,7,1
272,id_26555,37.0,9,221.0,0,1011,0,2.0,0,1
273,id_44164,36.0,5,72.0,0,810,2,3.0,6,1
274,id_26632,45.0,8,1636.0,0,1014,0,1.0,0,1
275,id_22067,25.0,9,-65.0,1,801,2,1.0,1,1
276,id_10031,67.0,7,157.0,0,1011,0,2.0,0,1
277,id_39994,59.0,7,2805.0,2,957,0,1.0,0,1
278,id_10182,59.0,10,253.0,1,916,2,1.0,1,1
279,id_8979,36.0,11,130.0,2,706,2,1.0,2,1
280,id_42089,44.0,10,11012.0,0,817,2,6.0,1,1
281,id_41892,35.0,9,-1.0,1,952,0,4.0,0,1
282,id_20980,36.0,10,154.0,0,866,2,1.0,9,1
283,id_35104,53.0,5,725.0,1,895,2,1.0,8,1
284,id_18078,42.0,9,351.0,1,968,0,1.0,0,1
285,id_24778,31.0,5,459.0,1,888,2,2.0,6,1
286,id_14856,41.0,2,1617.0,0,998,2,1.0,7,1
287,id_17497,54.0,9,28.0,1,965,0,3.0,0,1
288,id_19962,44.0,10,5041.0,0,829,2,6.0,14,1
289,id_28537,26.0,10,646.0,1,962,0,1.0,0,1
290,id_14229,35.0,9,6276.0,1,844,2,1.0,4,1
291,id_11372,37.0,4,126.0,0,998,2,1.0,1,1
292,id_39958,37.0,10,2761.0,1,843,2,1.0,2,1
293,id_8538,30.0,3,16.0,0,990,2,2.0,2,1
294,id_42907,39.0,8,1547.0,1,894,2,4.0,2,1
295,id_32824,31.0,8,1133.0,1,880,2,2.0,1,1
296,id_12310,43.0,5,479.0,1,968,0,2.0,0,1
297,id_38968,21.0,4,165.0,0,1008,0,1.0,0,1
298,id_30430,41.0,9,112.0,0,790,2,2.0,2,1
299,id_44128,44.0,11,3.0,0,809,2,2.0,1,1
300,id_16863,37.0,10,431.0,1,895,2,1.0,2,1
301,id_24195,25.0,10,1271.0,1,958,0,1.0,0,1
302,id_18846,55.0,9,-4.0,0,800,2,2.0,6,1
303,id_18156,37.0,11,175.0,1,804,2,1.0,1,1
304,id_30886,26.0,9,-2.0,1,999,2,1.0,2,1
305,id_30821,84.0,3,5944.0,0,815,0,3.0,0,1
306,id_31381,85.0,7,4218.0,0,741,0,1.0,0,1
307,id_35665,30.0,11,2486.0,1,888,2,5.0,1,1
308,id_40023,40.0,11,409.0,1,802,2,2.0,4,1
309,id_29667,42.0,10,4754.0,1,901,2,5.0,6,1
310,id_22421,42.0,8,466.0,1,893,2,2.0,4,1
311,id_35254,51.0,1,93.0,0,804,2,1.0,14,1
312,id_32547,59.0,10,176.0,0,991,2,2.0,2,1
313,id_6583,31.0,9,3190.0,1,962,0,2.0,0,1
314,id_32647,44.0,11,1261.0,1,895,2,8.0,1,1
315,id_36315,41.0,5,-245.0,2,704,2,2.0,2,1
316,id_44266,48.0,9,3437.0,1,867,2,2.0,1,1
317,id_43903,45.0,10,2062.0,1,801,2,2.0,1,1
318,id_44747,31.0,11,978.0,2,965,0,2.0,0,1
319,id_35755,48.0,11,241.0,2,873,2,2.0,1,1
320,id_28018,33.0,8,443.0,0,871,2,3.0,3,1
321,id_8275,24.0,4,3178.0,0,1013,0,2.0,0,1
322,id_35596,51.0,5,1231.0,2,987,2,2.0,1,1
323,id_35191,39.0,10,32.0,1,955,0,1.0,0,1
324,id_9650,40.0,5,102.0,1,803,2,1.0,1,1
325,id_2608,44.0,5,364.0,0,885,2,1.0,6,1
326,id_540,29.0,9,471.0,0,1012,0,1.0,0,1
327,id_10901,49.0,9,1164.0,1,810,2,1.0,6,1
328,id_8674,54.0,10,259.0,0,870,2,2.0,1,1
329,id_14409,46.0,1,3357.0,1,703,2,1.0,1,1
330,id_9260,59.0,8,2479.0,1,807,2,1.0,1,1
331,id_11564,56.0,7,1579.0,1,701,2,5.0,1,1
332,id_14362,37.0,11,991.0,1,892,2,2.0,8,1
333,id_22833,38.0,10,7503.0,1,900,2,2.0,1,1
334,id_31032,52.0,5,600.0,0,991,2,2.0,6,1
335,id_29915,31.0,5,895.0,1,703,2,3.0,4,1
336,id_28134,83.0,3,1380.0,0,726,0,1.0,0,1
337,id_33730,46.0,11,21.0,1,895,2,1.0,1,1
338,id_500,33.0,10,2671.0,1,703,2,1.0,2,1
339,id_7108,24.0,4,432.0,0,795,2,11.0,5,1
340,id_11877,69.0,7,453.0,0,962,0,1.0,0,1
341,id_28251,66.0,7,313.0,0,978,0,1.0,0,1
342,id_20792,71.0,7,363.0,0,983,0,2.0,0,1
343,id_42906,36.0,9,2200.0,0,924,0,1.0,0,1
345,id_39196,26.0,8,451.0,0,917,0,2.0,0,1
346,id_12380,44.0,11,7890.0,1,991,0,1.0,0,1
347,id_32074,76.0,7,2656.0,0,712,0,5.0,0,1
351,id_24856,26.0,10,4695.0,0,860,0,1.0,0,1
352,id_11444,40.0,10,758.0,0,973,1,1.0,1,1
353,id_34809,36.0,10,1803.0,0,733,1,1.0,1,1
355,id_15788,28.0,5,735.0,0,702,0,1.0,0,1
356,id_35322,26.0,10,1332.0,1,718,0,1.0,0,1
358,id_4427,38.0,10,3854.0,1,802,1,2.0,4,1
364,id_42365,25.0,10,186.0,0,958,0,1.0,0,1
365,id_25619,33.0,10,693.0,0,906,0,3.0,0,1
367,id_35641,71.0,7,4851.0,0,767,0,2.0,0,1
368,id_6522,28.0,9,3381.0,0,906,0,1.0,0,1
369,id_40597,35.0,10,615.0,0,906,0,1.0,0,1
370,id_10165,51.0,5,2402.0,1,812,1,1.0,2,1
373,id_14164,68.0,7,2823.0,0,786,0,2.0,0,1
374,id_34594,33.0,4,1015.0,0,874,0,1.0,0,1
375,id_36745,18.0,4,89.0,0,775,0,1.0,0,1
377,id_28923,41.0,5,432.0,1,730,0,1.0,0,1
378,id_37673,32.0,9,2976.0,0,809,1,2.0,1,1
381,id_33865,79.0,7,1204.0,0,908,0,4.0,0,1
382,id_21174,31.0,10,74.0,0,955,0,1.0,0,1
383,id_22838,58.0,3,2575.0,0,767,3,3.0,7,1
384,id_42855,60.0,7,1584.0,0,747,0,1.0,0,1
385,id_19642,31.0,11,658.0,1,821,0,1.0,0,1
386,id_18554,32.0,8,383.0,0,802,1,3.0,1,1
388,id_27153,55.0,10,1905.0,0,906,3,2.0,7,1
389,id_44922,31.0,11,179.0,1,922,3,1.0,1,1
391,id_28710,24.0,4,1235.0,0,815,3,1.0,2,1
392,id_2782,34.0,10,801.0,0,766,0,1.0,0,1
396,id_25141,62.0,7,505.0,0,803,3,1.0,3,1
397,id_44912,59.0,7,282.0,0,746,0,1.0,0,1
399,id_33070,21.0,4,333.0,0,916,0,2.0,0,1
400,id_18117,26.0,9,5691.0,0,706,0,1.0,0,1
401,id_40310,34.0,10,1334.0,0,710,1,1.0,5,1
404,id_44399,26.0,9,3844.0,0,830,0,2.0,0,1
405,id_2607,33.0,9,576.0,1,720,1,2.0,1,1
407,id_22210,72.0,7,-2.0,0,774,0,1.0,0,1
409,id_26577,32.0,9,3306.0,0,752,0,2.0,0,1
410,id_36167,34.0,5,59.0,1,906,0,1.0,0,1
411,id_7261,34.0,10,609.0,0,788,0,2.0,0,1
413,id_21875,30.0,4,972.0,0,714,1,1.0,1,1
414,id_6519,75.0,7,2586.0,0,802,1,1.0,20,1
415,id_21183,47.0,10,0.0,0,796,0,4.0,0,1
416,id_30940,34.0,10,5356.0,0,978,0,4.0,0,1
420,id_42112,72.0,7,1726.0,0,705,0,2.0,0,1
424,id_23524,25.0,8,527.0,0,822,0,1.0,0,1
425,id_21844,29.0,9,18253.0,0,895,0,2.0,0,1
426,id_30397,41.0,11,881.0,1,933,0,1.0,0,1
429,id_43208,27.0,10,804.0,0,804,1,3.0,1,1
430,id_31862,40.575475409836066,1,1626.0,0,913,0,1.0,0,1
432,id_10767,40.0,9,698.0,0,851,3,2.0,2,1
433,id_23334,39.0,11,562.0,1,823,1,1.0,3,1
434,id_22583,20.0,4,143.0,0,793,0,1.0,0,1
436,id_12646,61.0,3,-3.0,0,916,3,1.0,2,1
439,id_16500,48.0,5,372.0,0,794,3,1.0,4,1
440,id_29032,39.0,10,1251.0,0,824,0,5.0,0,1
445,id_17176,57.0,3,779.0,0,941,0,2.0,0,1
447,id_43819,27.0,11,-641.0,1,827,0,1.0,0,1
449,id_25300,32.0,11,615.0,1,894,0,3.0,0,1
450,id_2710,40.575475409836066,9,4060.0,0,991,0,2.0,0,1
451,id_28823,42.0,10,211.0,0,915,0,2.0,0,1
452,id_19941,50.0,10,195.0,0,906,1,1.0,1,1
453,id_32500,26.0,10,6582.0,0,835,0,1.0,0,1
454,id_42788,38.0,1,80.0,0,738,1,1.0,1,1
455,id_42176,55.0,3,366.0,0,870,3,3.0,2,1
456,id_22180,38.0,10,547.0,2,885,0,1.0,0,1
460,id_23066,18.0,9,357.0,0,880,0,2.0,0,1
465,id_34749,33.0,10,2158.0,0,977,0,1.0,0,1
469,id_2731,33.0,10,22547.0,1,794,0,4.0,0,1
470,id_44555,62.0,9,6383.0,0,737,0,2.0,0,1
471,id_25018,32.0,11,1380.9144538914322,0,870,0,1.0,0,1
473,id_21993,27.0,4,145.0,0,800,0,1.0,0,1
474,id_7828,25.0,9,338.0,0,734,0,1.0,0,1
475,id_14485,28.0,9,972.0,0,860,0,1.0,0,1
477,id_3149,29.0,8,1936.0,0,754,0,1.0,0,1
478,id_30547,33.0,1,849.0,0,902,0,3.0,0,1
481,id_15055,46.0,11,4.0,0,916,0,1.0,0,1
482,id_7913,35.0,10,1777.0,0,983,0,1.0,0,1
484,id_38538,33.0,10,4735.0,0,906,0,1.0,0,1
485,id_23978,32.0,5,558.0,1,881,1,3.0,2,1
487,id_43392,26.0,11,764.0,1,888,0,1.0,0,1
488,id_38240,30.0,10,909.0,0,983,0,4.0,0,1
490,id_10591,29.0,9,2545.0,0,928,0,2.0,0,1
491,id_43544,44.0,10,1256.0,0,733,0,1.0,0,1
492,id_19136,48.0,11,-404.0,1,814,0,3.0,0,1
493,id_30956,31.0,10,2385.0,0,871,0,3.0,0,1
494,id_42849,48.0,4,1276.0,0,733,0,1.0,0,1
496,id_10849,27.0,11,908.0,1,893,0,1.0,0,1
497,id_12626,32.0,1,1009.0,1,712,1,1.0,2,1
498,id_20828,44.0,9,752.0,0,985,0,1.0,0,1
499,id_27678,27.0,2,2304.0,0,879,0,2.0,0,1
501,id_26944,43.0,8,521.0,0,782,3,4.0,4,1
